Index,ctrgcn-B,ctrgcn-BM,ctrgcn-J,ctrgcn-JM,mstgcn-B,mstgcn-BM,mstgcn-J,mstgcn-JM,skkmixf-B,skkmixf-J,skmixf-B,skmixf-BM,skmixf-J,skmixf-JM,tdgcn-B,tdgcn-BM,tdgcn-J,tdgcn-JM,tegcn-B,tegcn-J
2767,133,142,142,51,142,128,122,51,47,142,34,88,47,110,133,142,142,33,122,122
2768,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
2769,150,69,150,11,102,11,150,65,150,150,150,47,150,150,102,69,150,144,150,150
2770,82,96,89,82,83,148,79,92,79,85,148,79,89,82,148,96,148,84,79,94
2771,6,137,7,128,122,54,54,137,128,128,128,123,54,142,122,128,54,54,54,7
2772,44,10,60,44,44,32,127,95,36,32,44,13,32,36,127,56,32,95,32,32
2773,94,133,134,75,97,134,134,89,134,134,97,133,134,89,89,89,134,133,97,134
2774,85,85,85,130,85,85,84,78,85,85,85,85,85,77,85,85,85,85,86,89
2775,10,22,10,23,10,23,10,3,3,9,9,60,9,7,10,22,10,20,10,10
2776,57,10,57,28,28,32,8,8,57,57,57,9,57,8,57,32,57,100,8,57
2777,127,142,6,142,123,128,142,47,142,142,142,139,6,48,49,121,142,133,126,49
2778,117,117,117,117,117,116,117,117,117,117,117,117,117,117,117,117,117,116,117,117
2779,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
2780,63,63,63,63,63,63,63,63,63,63,62,108,63,63,63,63,63,63,63,63
2781,135,97,95,95,79,79,130,97,97,135,97,97,97,97,82,97,130,84,79,97
2782,32,53,36,124,46,122,46,122,124,32,32,124,32,123,46,124,46,124,127,123
2783,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,19,118,118,118,118
2784,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113
2785,128,128,128,151,122,53,128,128,122,128,128,128,128,128,128,124,122,53,122,128
2786,142,124,142,122,122,142,122,122,111,128,128,122,142,122,142,124,137,128,70,142
2787,133,133,88,123,123,122,142,93,47,133,88,47,142,133,133,142,47,88,82,134
2788,38,38,38,38,38,26,38,38,57,100,38,32,100,38,38,26,38,38,38,38
2789,91,84,91,91,91,93,91,93,90,82,91,79,83,82,95,84,89,75,91,79
2790,27,54,36,52,53,52,124,51,9,36,27,9,36,52,124,52,45,44,24,36
2791,88,88,88,88,88,88,88,79,88,88,88,88,89,88,88,88,88,88,74,89
2792,82,83,80,83,80,74,146,89,96,82,75,97,80,98,148,74,74,83,80,148
2793,130,27,33,36,33,124,33,109,36,130,130,36,130,112,33,130,130,79,130,33
2794,133,133,133,133,133,133,133,88,133,133,133,133,133,133,133,88,133,133,82,88
2795,17,140,149,69,17,66,149,69,17,149,140,17,149,139,17,140,149,69,5,5
2796,41,24,41,41,41,24,41,24,40,41,24,23,41,115,41,24,41,41,41,41
2797,76,86,76,90,76,82,86,84,74,76,76,93,76,146,76,82,76,74,82,74
2798,142,19,143,5,142,128,47,25,47,142,142,47,47,29,133,47,47,33,105,123
2799,130,13,130,130,130,130,130,146,130,130,130,34,130,130,130,77,130,130,130,130
2800,133,133,133,123,133,78,142,123,133,133,88,47,47,133,133,88,133,78,14,76
2801,37,37,37,37,37,24,37,111,37,37,37,37,37,37,2,39,37,37,37,37
2802,48,48,23,48,137,142,137,133,47,88,34,48,142,104,48,20,137,8,49,88
2803,130,134,79,97,130,93,130,134,74,130,79,79,130,146,130,148,130,93,130,130
2804,24,24,24,24,24,68,24,68,40,24,24,24,24,125,40,41,24,41,24,24
2805,131,81,131,131,131,131,131,131,131,93,131,83,131,132,131,131,131,131,131,131
2806,21,12,21,103,32,7,32,23,21,21,21,58,21,58,21,53,21,107,21,21
2807,99,99,73,99,99,99,99,99,99,73,99,99,73,99,99,99,73,99,73,73
2808,114,128,150,137,136,128,111,11,71,29,70,128,111,137,71,128,111,126,33,49
2809,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134
2810,23,23,23,23,23,66,23,23,20,23,121,23,23,23,23,23,23,23,23,23
2811,97,134,134,93,97,92,134,134,134,94,97,97,134,92,97,93,94,134,92,134
2812,23,68,23,64,13,23,45,30,62,23,108,23,13,23,13,23,13,30,63,13
2813,86,83,86,87,86,83,74,86,87,86,86,83,86,83,86,83,74,77,86,81
2814,17,17,17,17,17,17,17,5,17,17,17,5,17,17,17,17,17,17,17,17
2815,88,133,133,123,142,128,142,123,133,133,88,47,47,133,133,142,133,133,82,82
2816,123,9,123,141,122,122,123,48,122,126,127,126,123,141,123,23,123,141,126,128
2817,53,142,50,122,122,71,124,71,53,53,6,142,53,122,53,122,124,53,123,53
2818,92,92,134,89,92,92,134,134,134,94,94,97,134,97,134,134,134,94,134,94
2819,18,57,18,125,18,34,18,1,28,18,18,47,18,34,18,57,18,57,18,18
2820,25,25,25,25,25,25,25,45,25,25,48,25,25,57,25,25,25,25,25,25
2821,36,41,36,47,36,27,36,118,36,36,69,36,36,36,36,36,36,36,36,32
2822,12,100,147,59,126,149,147,46,100,147,147,127,128,127,12,46,147,28,128,128
2823,133,133,88,123,123,122,142,123,47,133,88,47,47,133,133,88,133,88,122,82
2824,124,123,124,124,124,124,128,71,124,124,122,124,124,53,124,46,124,122,128,46
2825,114,150,150,145,39,139,39,35,144,114,111,38,143,42,150,30,55,150,107,31
2826,88,133,88,48,142,128,142,131,47,133,88,47,47,133,133,142,133,133,82,134
2827,38,45,43,44,43,125,43,1,40,68,38,24,38,125,38,44,43,44,38,38
2828,114,69,69,15,36,114,124,146,112,56,114,69,36,112,114,56,127,69,55,106
2829,108,109,108,45,108,45,108,69,108,108,108,118,108,45,108,45,108,45,108,108
2830,117,117,19,19,117,117,117,117,19,117,117,117,117,117,117,117,117,117,117,117
2831,48,139,139,143,139,143,139,143,139,139,58,143,139,106,139,101,139,127,151,143
2832,133,97,133,135,132,94,133,93,133,133,133,133,133,133,133,132,133,96,133,79
2833,31,31,118,53,115,31,115,72,115,115,115,27,43,69,115,41,115,34,43,40
2834,96,96,96,83,96,83,83,83,83,80,96,96,96,96,80,83,80,96,96,80
2835,130,97,131,83,79,97,91,148,79,91,79,97,91,79,79,130,130,79,79,79
2836,149,59,22,59,22,20,22,59,141,23,23,103,149,58,59,59,59,59,21,66
2837,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
2838,56,32,56,45,57,149,56,27,32,9,27,32,56,32,32,56,147,32,154,56
2839,140,140,140,43,140,139,140,140,140,140,117,140,140,112,140,140,140,43,140,140
2840,133,133,133,123,123,97,123,123,123,133,88,123,123,123,133,88,133,80,82,134
2841,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
2842,135,148,135,135,135,148,135,148,135,135,135,74,135,135,135,135,135,135,135,135
2843,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
2844,121,3,3,136,121,3,121,136,121,121,121,103,121,136,121,3,121,3,121,121
2845,71,65,68,65,71,68,68,65,68,71,68,71,71,65,71,68,68,65,68,68
2846,57,31,57,125,38,54,56,36,12,56,151,41,56,36,33,64,56,69,26,56
2847,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
2848,62,62,62,125,62,36,62,62,24,62,62,0,62,36,62,36,62,62,62,62
2849,46,46,124,27,124,53,46,27,124,46,46,141,46,53,46,46,46,123,124,46
2850,70,69,70,70,70,69,70,69,70,70,70,67,70,70,70,69,70,69,70,70
2851,107,114,120,143,120,73,120,149,11,113,99,39,11,11,120,19,11,69,110,105
2852,94,94,94,94,94,94,94,94,94,94,94,97,94,94,94,94,94,94,94,94
2853,152,17,126,17,152,20,100,121,17,152,59,61,152,149,20,66,152,20,152,17
2854,27,27,62,45,27,27,70,27,40,70,125,70,62,24,27,27,62,37,62,65
2855,20,66,20,66,20,20,20,20,22,20,20,30,20,66,20,66,20,66,20,20
2856,110,111,110,111,110,110,110,111,111,110,110,111,110,110,110,111,110,110,110,110
2857,97,130,146,98,146,98,146,146,146,146,146,135,130,77,146,95,146,135,130,97
2858,50,121,7,121,124,69,60,6,36,60,31,149,20,50,36,64,60,60,108,136
2859,117,69,117,120,117,60,117,120,117,117,117,137,117,120,117,110,117,116,117,117
2860,56,35,56,14,56,18,56,35,56,56,56,12,56,18,56,57,56,21,56,56
2861,121,142,121,128,138,126,121,11,142,138,142,142,138,126,121,128,138,128,138,138
2862,51,65,51,61,51,60,29,23,44,21,50,68,51,72,21,62,61,23,51,51
2863,23,100,127,23,127,12,127,22,103,58,127,147,127,109,127,102,58,103,109,109
2864,33,57,33,44,33,33,33,57,33,33,33,9,33,57,57,57,33,57,57,33
2865,44,27,44,36,44,15,44,36,48,44,44,36,44,112,44,130,44,13,130,127
2866,133,133,47,123,133,48,123,88,133,133,133,47,47,133,133,133,133,96,82,134
2867,34,34,34,34,13,44,34,34,34,34,34,13,34,34,34,34,34,34,34,34
2868,88,133,88,123,133,7,133,131,133,133,88,47,47,133,133,88,133,78,82,76
2869,133,94,88,47,133,97,133,93,89,89,133,133,134,89,133,82,88,94,134,89
2870,106,143,143,143,143,114,106,143,143,106,106,73,106,143,143,114,143,143,143,143
2871,46,123,46,124,124,124,69,136,46,46,20,122,46,123,46,53,46,122,46,46
2872,54,29,7,49,4,60,54,60,54,54,4,29,66,66,54,60,54,60,66,4
2873,73,73,73,73,99,99,99,73,73,73,99,99,73,73,73,73,73,73,73,99
2874,3,25,21,68,21,25,64,68,115,3,3,25,21,25,21,25,3,56,21,3
2875,133,133,133,123,133,123,133,117,123,133,133,47,47,133,133,142,133,88,82,134
2876,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2877,93,131,131,131,93,131,93,131,93,131,93,131,93,131,93,131,93,131,131,93
2878,141,122,124,138,128,122,136,138,122,124,136,122,128,136,141,128,128,23,122,128
2879,65,65,65,65,65,65,65,71,65,65,65,68,65,65,65,65,65,65,65,65
2880,130,87,146,84,95,97,95,97,85,146,95,84,146,89,95,97,95,95,146,97
2881,127,122,71,122,128,6,128,36,6,128,46,122,46,122,0,122,71,122,127,10
2882,124,122,122,53,124,128,122,53,122,122,122,122,122,142,124,122,122,122,122,122
2883,23,23,23,20,23,23,23,23,23,23,17,22,23,59,7,22,21,23,7,23
2884,128,128,128,137,128,128,128,126,128,128,128,128,128,126,128,128,128,128,46,142
2885,111,26,111,26,111,111,70,111,111,111,111,114,111,111,111,37,111,58,111,111
2886,19,19,129,120,19,19,129,113,129,129,19,129,19,120,19,19,140,19,129,129
2887,53,124,46,122,46,122,46,124,122,122,46,124,122,124,53,124,46,122,46,46
2888,130,134,130,134,130,97,134,92,97,135,97,97,134,97,130,134,130,134,134,148
2889,109,109,109,109,109,109,109,109,109,109,109,102,109,109,109,109,109,109,109,109
2890,25,10,48,10,25,10,48,10,8,48,48,9,25,10,25,25,48,10,48,48
2891,6,6,6,6,6,6,6,6,6,6,6,6,6,6,53,6,6,6,6,6
2892,79,7,133,88,92,92,82,81,79,79,79,79,79,79,92,79,92,79,92,92
2893,4,4,4,4,4,50,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2894,89,89,84,89,83,134,79,89,89,88,79,79,87,89,89,134,88,89,133,87
2895,13,13,13,13,13,13,13,13,18,13,13,13,13,13,13,13,13,13,13,13
2896,153,55,110,24,139,21,139,138,110,110,143,101,55,118,153,24,110,69,17,55
2897,122,124,122,122,122,142,122,54,122,128,128,122,122,122,124,7,128,122,14,142
2898,143,110,143,110,143,73,143,55,143,143,143,26,143,110,143,55,143,139,143,143
2899,103,3,5,21,103,3,103,21,103,103,30,21,103,21,103,3,103,3,5,30
2900,107,120,107,107,107,105,107,120,106,107,107,107,107,120,107,105,107,120,107,107
2901,0,0,0,125,0,0,0,0,0,0,0,46,0,127,0,31,0,39,0,0
2902,44,102,42,102,44,102,44,47,144,44,42,34,44,102,44,102,44,102,144,44
2903,7,138,66,137,7,126,66,42,71,66,58,68,66,58,29,103,66,136,66,66
2904,8,25,8,28,8,25,28,28,8,28,8,102,48,28,8,28,8,28,28,28
2905,7,7,7,7,7,32,7,7,7,7,100,30,7,7,7,7,7,7,7,7
2906,95,77,77,95,95,77,130,95,95,130,130,95,95,95,95,77,86,77,77,81
2907,151,53,151,125,137,20,151,54,151,151,137,108,151,15,137,15,151,34,136,136
2908,104,105,104,33,143,105,143,133,57,23,26,57,23,104,104,150,104,45,56,12
2909,110,50,143,110,143,114,143,127,110,110,143,143,110,11,114,142,110,123,110,110
2910,135,135,83,135,134,134,83,135,135,135,83,135,148,135,135,134,83,135,83,148
2911,119,37,31,111,119,69,37,119,110,39,111,101,39,143,119,37,111,105,111,111
2912,45,5,23,63,22,35,45,16,13,23,45,38,109,72,45,14,45,59,42,14
2913,51,2,51,0,52,0,52,0,52,51,51,2,51,2,51,2,52,72,51,51
2914,32,17,17,16,30,32,30,16,72,23,23,23,72,59,59,72,22,59,21,21
2915,43,117,43,41,118,38,43,41,72,43,43,21,43,41,43,37,43,21,43,43
2916,140,69,140,69,17,63,140,52,140,140,140,69,140,149,140,65,140,69,140,140
2917,50,63,50,29,121,63,52,63,50,50,121,49,50,63,49,63,50,29,50,49
2918,86,86,86,86,86,86,86,86,86,86,86,74,86,86,86,95,86,86,86,86
2919,53,124,123,71,124,123,123,123,124,54,122,53,53,53,53,123,124,123,53,123
2920,117,117,117,2,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117
2921,86,75,86,86,74,75,74,79,74,86,74,88,87,133,74,75,88,86,87,148
2922,28,28,28,48,28,48,28,48,28,28,28,28,28,48,28,48,28,28,28,28
2923,133,133,133,123,123,122,133,131,133,133,88,133,47,133,133,88,133,80,82,82
2924,85,84,85,84,85,84,85,84,84,84,85,75,84,84,85,84,84,84,84,84
2925,44,42,44,44,44,1,1,42,44,44,44,111,44,42,1,42,44,42,44,44
2926,112,104,112,112,112,104,112,112,112,112,104,104,104,104,112,104,112,104,112,112
2927,153,12,153,12,153,11,153,11,12,153,153,12,153,12,153,11,153,11,153,153
2928,123,124,123,124,124,124,123,123,122,123,9,127,123,112,123,98,123,93,50,114
2929,28,28,48,9,48,25,48,28,28,48,48,30,48,48,28,116,48,127,129,48
2930,113,113,113,113,113,138,113,113,113,113,113,138,113,113,113,113,113,113,113,113
2931,7,30,6,6,6,145,6,103,46,6,6,127,6,58,6,6,6,23,6,6
2932,55,108,55,47,55,108,55,103,55,55,55,108,55,47,55,103,110,47,55,55
2933,30,138,23,138,30,138,30,7,23,23,100,61,23,7,30,61,30,23,72,23
2934,88,133,142,123,142,122,142,122,133,133,88,133,47,133,133,142,47,48,133,82
2935,17,17,149,17,17,17,16,149,17,149,149,149,149,17,16,149,149,17,149,149
2936,54,54,54,54,54,4,54,52,54,54,54,4,4,54,54,4,49,54,54,54
2937,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
2938,61,126,63,137,60,152,23,61,126,63,60,61,59,138,61,61,66,61,59,152
2939,48,48,126,52,48,128,142,48,47,49,31,47,88,47,142,20,47,105,122,143
2940,141,69,136,69,136,69,141,120,123,137,151,69,141,69,141,69,151,137,141,137
2941,33,33,33,33,33,33,33,33,57,33,33,33,33,33,57,33,33,33,33,33
2942,132,91,132,91,132,90,132,132,132,132,132,84,132,132,132,90,132,91,132,132
2943,121,29,121,29,121,29,121,46,136,137,136,29,138,51,121,29,121,29,29,121
2944,150,129,145,149,36,0,11,149,71,2,145,46,144,126,144,151,145,71,145,144
2945,66,20,66,30,66,20,66,121,66,66,66,141,66,20,66,20,30,152,30,66
2946,50,121,50,121,50,121,50,51,138,50,50,29,50,71,50,65,50,71,50,50
2947,149,126,139,54,147,7,139,54,139,152,143,46,152,126,149,139,152,126,139,139
2948,71,71,71,66,71,29,71,29,142,128,137,7,128,71,71,29,71,29,128,137
2949,94,134,134,134,134,134,134,134,134,89,94,97,134,97,134,134,134,89,89,134
2950,109,103,109,58,58,17,103,103,109,109,109,140,109,58,109,23,109,58,109,109
2951,24,1,24,45,24,44,24,1,0,24,24,38,24,1,24,44,24,1,24,24
2952,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
2953,38,68,68,65,38,65,68,36,36,43,38,34,40,65,36,68,36,36,68,68
2954,53,53,53,151,53,53,53,53,53,53,53,53,53,151,53,53,53,122,53,53
2955,52,52,54,136,36,47,52,141,13,52,52,28,122,51,142,20,54,123,29,47
2956,48,48,126,7,142,142,137,126,47,142,142,142,142,142,48,142,126,47,126,150
2957,31,108,31,68,31,54,31,3,67,31,0,108,31,0,31,108,24,68,24,31
2958,5,5,17,5,5,5,5,5,5,5,5,17,5,17,5,5,17,17,17,17
2959,133,133,133,88,142,48,142,34,47,133,88,47,47,133,133,82,133,88,122,133
2960,68,43,69,72,68,72,69,69,70,69,69,118,69,118,69,69,69,118,68,69
2961,46,127,46,127,124,122,46,124,124,20,20,124,20,123,60,134,46,124,124,50
2962,3,21,3,20,3,20,3,21,3,3,21,20,3,21,3,30,3,21,3,3
2963,133,130,148,146,148,134,148,133,133,133,133,148,133,133,95,79,133,133,133,88
2964,106,106,106,106,143,106,143,106,106,106,106,106,106,106,106,106,106,106,106,106
2965,34,35,34,15,34,13,34,15,34,34,15,55,34,13,34,13,34,13,34,34
2966,53,53,53,53,53,53,53,53,53,53,53,137,53,53,53,53,53,53,53,53
2967,143,150,23,59,136,71,142,6,121,142,142,57,142,29,143,145,11,105,105,143
2968,47,2,47,7,142,139,150,139,47,47,47,142,142,29,47,122,139,142,2,47
2969,95,95,95,148,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
2970,7,7,7,7,7,7,7,7,7,7,7,20,7,7,7,7,7,7,7,7
2971,124,141,46,124,124,122,124,122,122,124,124,122,124,53,124,124,124,122,122,124
2972,121,151,121,61,49,4,50,128,51,121,50,142,121,137,121,4,121,29,50,51
2973,86,90,86,82,148,81,81,86,86,86,86,75,86,81,86,80,81,85,86,95
2974,25,93,127,127,53,124,141,124,124,46,25,114,46,114,27,98,127,93,46,127
2975,71,142,65,9,71,126,65,126,124,71,142,122,65,142,137,60,65,9,65,68
2976,119,110,119,132,119,106,119,114,119,119,119,101,119,114,119,114,119,106,119,119
2977,78,78,78,74,78,78,78,78,78,78,78,78,78,78,78,78,78,77,78,78
2978,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
2979,47,150,47,18,47,142,52,6,57,28,47,38,150,29,47,150,47,6,37,47
2980,25,25,25,9,25,10,25,9,10,10,10,10,25,9,25,9,25,9,25,25
2981,133,133,88,122,133,89,142,88,47,133,88,47,47,47,133,88,133,78,42,122
2982,78,78,78,78,78,87,78,78,78,78,78,87,78,78,78,78,78,87,78,78
2983,2,117,37,122,117,122,117,127,99,19,127,122,127,124,2,124,117,122,31,19
2984,33,111,18,111,139,33,18,101,111,139,101,101,139,101,18,139,18,101,73,18
2985,46,46,46,6,46,6,46,46,46,46,53,6,46,6,46,6,46,6,124,46
2986,86,131,86,74,74,131,74,131,74,86,86,74,86,131,86,131,86,87,86,86
2987,118,19,118,118,118,19,118,118,19,118,118,19,118,118,118,19,118,118,118,118
2988,7,30,7,7,7,7,7,7,7,7,7,20,7,7,7,7,7,7,7,49
2989,2,47,144,47,47,144,2,144,42,144,2,144,2,47,144,47,2,47,145,2
2990,130,134,130,148,97,134,97,97,134,130,95,97,97,134,94,134,130,97,78,89
2991,150,150,150,142,150,42,28,45,142,150,28,142,142,126,150,42,142,42,142,142
2992,43,118,43,72,43,129,43,43,43,43,140,72,43,72,43,129,43,72,43,43
2993,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
2994,37,2,37,2,37,37,37,19,37,37,37,19,37,19,37,19,37,19,37,37
2995,103,103,103,103,103,103,103,108,103,103,103,102,103,108,103,103,103,103,103,103
2996,93,131,93,130,93,93,93,131,93,93,93,93,93,93,93,93,131,93,131,93
2997,5,30,118,69,5,45,43,5,5,43,118,118,118,43,5,21,118,21,41,40
2998,46,46,46,136,46,124,46,129,53,46,46,141,46,64,46,46,46,141,15,44
2999,17,23,4,139,61,139,139,110,30,55,119,100,29,7,30,6,112,139,119,144
3000,133,78,88,131,47,78,47,27,47,133,88,47,47,133,133,133,47,88,122,88
3001,127,28,145,138,127,127,128,122,9,100,145,144,128,34,127,128,10,127,126,122
3002,89,88,79,89,79,89,79,89,75,79,88,89,79,82,75,75,88,88,133,79
3003,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
3004,30,59,61,117,66,6,30,116,128,100,30,58,30,103,59,116,61,29,66,61
3005,9,9,9,9,9,25,9,9,9,9,9,9,9,9,9,1,9,9,9,9
3006,11,46,46,46,122,53,46,52,46,69,11,46,11,46,11,6,12,46,71,46
3007,16,16,16,16,16,16,16,16,16,16,16,145,16,16,16,16,16,16,16,16
3008,143,11,143,143,149,15,143,143,113,11,120,11,73,11,73,12,73,106,107,120
3009,27,45,27,32,27,45,68,45,125,27,27,32,27,68,27,25,27,32,27,68
3010,139,112,149,112,18,105,12,130,149,114,42,112,114,112,12,114,19,15,114,114
3011,142,128,142,122,122,123,137,123,128,122,142,128,122,123,133,88,122,142,122,122
3012,124,124,122,122,122,124,123,122,122,122,122,124,122,122,122,122,122,124,122,122
3013,43,118,43,118,43,43,43,43,43,43,43,43,43,43,43,43,43,118,43,43
3014,8,125,41,36,127,13,127,36,68,127,43,46,127,12,40,127,8,28,8,127
3015,111,99,111,55,111,55,111,110,110,111,111,111,111,55,111,111,111,55,111,111
3016,75,134,75,89,75,148,75,132,75,75,75,98,75,97,75,75,75,98,148,134
3017,8,38,48,47,48,1,48,47,8,28,8,47,28,28,48,44,42,1,28,28
3018,9,9,28,10,28,54,28,25,10,9,57,9,28,46,10,10,28,72,10,10
3019,139,150,139,139,139,140,139,140,139,139,139,150,139,139,139,139,139,139,139,139
3020,78,89,146,112,146,112,146,146,112,146,146,112,146,146,78,93,146,112,146,130
3021,23,144,23,145,144,16,70,70,23,144,144,150,144,37,23,144,23,37,14,139
3022,133,133,133,123,142,97,122,131,133,133,88,47,47,133,133,88,133,96,82,82
3023,39,39,39,39,39,39,39,39,117,39,39,39,39,39,39,2,39,39,39,39
3024,133,97,133,92,148,94,133,131,133,133,133,133,133,133,133,88,133,96,82,82
3025,145,145,145,145,145,1,145,145,145,145,14,145,145,145,145,14,145,145,145,145
3026,30,103,30,29,30,29,30,30,30,30,30,30,30,21,30,30,30,30,30,30
3027,53,9,53,72,53,32,53,35,53,53,9,9,53,100,53,9,53,72,53,53
3028,41,2,41,118,24,68,43,39,41,43,41,69,41,43,41,72,43,118,41,41
3029,40,117,24,38,24,67,24,67,40,24,24,30,24,24,40,117,40,117,40,40
3030,66,22,66,59,66,66,66,59,66,66,66,21,66,103,66,59,66,59,66,66
3031,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117
3032,127,18,46,6,46,13,46,6,46,46,46,38,46,53,46,52,46,6,46,46
3033,46,14,100,6,141,46,61,42,23,100,7,46,100,6,60,145,100,52,32,141
3034,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142
3035,118,43,118,118,118,118,118,118,118,118,118,118,118,118,118,43,118,118,118,118
3036,46,124,7,124,46,124,46,53,124,109,124,124,7,123,46,124,46,124,59,50
3037,6,71,71,142,128,128,128,128,47,6,128,142,47,137,128,128,71,29,128,46
3038,96,82,148,83,96,82,148,96,148,83,96,148,81,82,96,82,148,80,96,148
3039,30,21,32,32,32,32,32,32,17,32,32,14,32,141,30,21,32,107,32,32
3040,133,133,133,123,133,133,133,131,133,133,88,47,47,133,133,88,133,88,14,82
3041,68,3,68,3,68,45,68,3,68,68,68,43,68,45,68,3,68,5,68,68
3042,127,46,127,54,127,142,6,30,127,46,125,34,46,46,6,46,127,8,68,127
3043,40,24,41,36,38,24,38,24,40,41,41,24,41,24,41,36,41,24,41,41
3044,108,108,108,45,108,108,108,108,108,108,108,108,45,108,108,108,45,45,108,108
3045,116,39,116,117,39,117,116,19,117,116,39,118,116,19,116,117,116,19,117,116
3046,57,34,57,28,57,33,57,16,23,57,57,28,57,22,57,44,57,100,57,57
3047,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
3048,8,8,8,28,25,14,27,145,28,8,28,28,57,35,44,63,25,28,48,28
3049,126,3,46,127,6,105,122,29,6,137,127,57,123,25,122,64,123,69,142,6
3050,55,129,55,101,111,143,73,105,110,117,117,101,117,143,55,11,55,101,55,55
3051,113,43,113,113,113,118,113,43,118,113,113,113,113,113,113,113,113,113,113,113
3052,77,95,77,77,77,77,77,93,77,77,77,77,77,77,77,77,77,95,77,77
3053,133,130,148,79,133,79,148,79,87,148,133,135,146,133,130,130,133,79,133,133
3054,101,114,101,73,101,101,113,101,109,101,140,101,101,114,101,128,101,114,112,101
3055,128,138,128,128,128,128,128,122,128,136,128,128,128,128,128,128,128,142,142,128
3056,33,72,33,32,20,48,57,11,12,149,64,20,4,11,33,32,57,127,117,32
3057,30,21,32,32,72,25,32,32,21,32,32,9,32,141,30,21,32,109,32,32
3058,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
3059,122,53,71,123,123,123,123,4,123,52,127,46,123,11,46,124,123,46,137,142
3060,108,68,108,118,108,54,118,41,37,108,108,45,108,34,5,24,108,47,118,108
3061,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,148,82
3062,101,69,55,126,110,139,111,109,102,55,55,150,101,103,102,102,55,58,102,55
3063,78,98,84,78,75,74,85,78,85,85,80,96,85,85,78,91,76,89,74,85
3064,47,123,133,123,34,142,137,88,142,88,123,47,47,123,133,142,133,88,133,88
3065,118,41,118,24,43,43,118,43,118,118,118,43,118,43,118,43,118,118,118,118
3066,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
3067,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
3068,64,40,64,38,64,31,64,41,64,64,64,36,64,40,64,41,64,38,64,64
3069,103,43,103,43,72,118,72,43,115,103,43,43,103,27,103,35,103,103,3,3
3070,33,33,33,33,33,33,33,33,139,33,33,42,33,33,33,33,33,33,28,33
3071,133,133,133,133,133,133,133,89,133,133,133,133,133,133,133,133,133,133,133,133
3072,78,98,132,90,98,132,132,86,132,132,78,86,132,132,78,132,132,132,132,132
3073,129,138,129,138,129,65,129,129,129,129,140,140,129,138,129,140,129,138,129,129
3074,133,133,88,123,133,7,142,131,133,133,88,47,47,133,133,142,133,88,14,82
3075,68,70,68,68,68,65,68,0,68,68,68,36,68,62,68,68,68,70,68,68
3076,133,133,142,123,142,123,142,131,133,133,88,47,47,133,133,142,133,48,82,82
3077,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
